filename	class	prompt
A0039236_00285.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1595-1596..
A0039228_00331.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1565-1568..
A0039228_00034.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1565-1568..
A0039228_00010.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1565-1568..
A0039228_00321.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1565-1568..
A0039228_00114.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1565-1568..
A0039228_00167.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1565-1568..
R0001856_00001.jpg	DRAW	En arkivsida som innehåller en ritning, karta, skiss eller schematisk illustration, ibland placerad i tabell- eller formulärlayout från arkiv: Kommerskollegium, från serie: Tomter och situationer, daterat: 1600..
R0001857_00001.jpg	DRAW	En arkivsida som innehåller en ritning, karta, skiss eller schematisk illustration, ibland placerad i tabell- eller formulärlayout från arkiv: Kommerskollegium, från serie: Markområden, daterat: 1600-tal..
A0039192_00175.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Titularregister till riksregistraturet, från serie: Titularregister till riksregistraturet, daterat: 1522-1592..
A0039192_00166.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Titularregister till riksregistraturet, från serie: Titularregister till riksregistraturet, daterat: 1522-1592..
A0039192_00126.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Titularregister till riksregistraturet, från serie: Titularregister till riksregistraturet, daterat: 1522-1592..
A0039192_00024.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Titularregister till riksregistraturet, från serie: Titularregister till riksregistraturet, daterat: 1522-1592..
A0039192_00017.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Titularregister till riksregistraturet, från serie: Titularregister till riksregistraturet, daterat: 1522-1592..
A0039192_00095.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Titularregister till riksregistraturet, från serie: Titularregister till riksregistraturet, daterat: 1522-1592..
A0039229_00144.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1569-1572..
A0039229_00310.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1569-1572..
A0039229_00264.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1569-1572..
A0039229_00365.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1569-1572..
A0039229_00335.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1569-1572..
A0039229_00150.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1569-1572..
A0039233_00379.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1585-1587..
A0039233_00393.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1585-1587..
A0039233_00095.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1585-1587..
A0039233_00136.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1585-1587..
A0039233_00361.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1585-1587..
A0039233_00225.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1585-1587..
A0039231_00292.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1577-1580..
A0039231_00231.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1577-1580..
A0039231_00301.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1577-1580..
A0039231_00341.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1577-1580..
A0039231_00309.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1577-1580..
A0039231_00333.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1577-1580..
A0039193_00036.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Titularregister till riksregistraturet, från serie: Titularregister till riksregistraturet, daterat: 1568-1611..
A0039193_00063.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Titularregister till riksregistraturet, från serie: Titularregister till riksregistraturet, daterat: 1568-1611..
A0039193_00117.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Titularregister till riksregistraturet, från serie: Titularregister till riksregistraturet, daterat: 1568-1611..
A0039193_00004.jpg	MISC	En arkivsida med paratextuellt eller blandat innehåll, såsom omslag, titelblad eller annat material utanför huvudtexten från arkiv: Titularregister till riksregistraturet, från serie: Titularregister till riksregistraturet, daterat: 1568-1611..
A0039193_00133.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Titularregister till riksregistraturet, från serie: Titularregister till riksregistraturet, daterat: 1568-1611..
A0039193_00080.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Titularregister till riksregistraturet, från serie: Titularregister till riksregistraturet, daterat: 1568-1611..
A0039230_00143.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1573-1576..
A0039230_00001.jpg	MISC	En arkivsida med paratextuellt eller blandat innehåll, såsom omslag, titelblad eller annat material utanför huvudtexten från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1573-1576..
A0039230_00350.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1573-1576..
A0039230_00395.jpg	MISC	En arkivsida med paratextuellt eller blandat innehåll, såsom omslag, titelblad eller annat material utanför huvudtexten från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1573-1576..
A0039230_00075.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1573-1576..
A0039230_00304.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1573-1576..
R0001533_00001.jpg	DRAW	En arkivsida som innehåller en ritning, karta, skiss eller schematisk illustration, ibland placerad i tabell- eller formulärlayout från arkiv: Kommerskollegium, från serie: Tomter och situationer, daterat: 1600-tal...
A0039234_00326.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1588-1592..
A0039234_00318.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1588-1592..
A0039234_00461.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1588-1592..
A0039234_00078.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1588-1592..
A0039234_00402.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1588-1592..
A0039234_00558.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1588-1592..
A0039235_00090.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1593-1594..
A0039235_00181.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1593-1594..
A0039235_00368.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1593-1594..
A0039235_00166.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1593-1594..
A0039235_00227.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1593-1594..
A0039235_00106.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1593-1594..
A0039237_00286.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1597-1598..
A0039237_00371.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1597-1598..
A0039237_00317.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1597-1598..
A0039237_00393.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1597-1598..
A0039237_00407.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1597-1598..
A0039237_00153.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1597-1598..
A0039238_00337.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1599-1602..
A0039238_00316.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1599-1602..
A0039238_00137.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1599-1602..
A0039238_00111.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1599-1602..
A0039238_00373.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1599-1602..
A0039238_00229.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1599-1602..
A0039226_00435.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1555-1560..
A0039226_00284.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1555-1560..
A0039226_00335.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1555-1560..
A0039226_00323.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1555-1560..
A0039226_00393.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1555-1560..
A0039226_00160.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Register till riksregistraturet, från serie: Adressatregister till Riksregistraturet, daterat: 1555-1560..
30004005_01509.jpg	LINE_TP	En arkivsida med tryckt eller maskinskriven text organiserad i tabell- eller formulärstruktur från arkiv: Kommerskollegium, från serie: Uppgifter om arbetskraft och drivkraft, daterat: 1906..
30004005_01067.jpg	LINE_MIX	En arkivsida i tabell- eller formulärlayout med blandade textstilar, inklusive handskriven, tryckt och maskinskriven text från arkiv: Kommerskollegium, från serie: Uppgifter om arbetskraft och drivkraft, daterat: 1906..
30004005_00037.jpg	LINE_MIX	En arkivsida i tabell- eller formulärlayout med blandade textstilar, inklusive handskriven, tryckt och maskinskriven text från arkiv: Kommerskollegium, från serie: Uppgifter om arbetskraft och drivkraft, daterat: 1906..
30004005_00131.jpg	LINE_MIX	En arkivsida i tabell- eller formulärlayout med blandade textstilar, inklusive handskriven, tryckt och maskinskriven text från arkiv: Kommerskollegium, från serie: Uppgifter om arbetskraft och drivkraft, daterat: 1906..
30004005_01522.jpg	LINE_MIX	En arkivsida i tabell- eller formulärlayout med blandade textstilar, inklusive handskriven, tryckt och maskinskriven text från arkiv: Kommerskollegium, från serie: Uppgifter om arbetskraft och drivkraft, daterat: 1906..
30004005_01445.jpg	LINE_TP	En arkivsida med tryckt eller maskinskriven text organiserad i tabell- eller formulärstruktur från arkiv: Kommerskollegium, från serie: Uppgifter om arbetskraft och drivkraft, daterat: 1906..
A0039201_00178.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Titularregister till riksregistraturet, från serie: Titularregister till riksregistraturet, daterat: 1660-1665..
A0039201_00252.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Titularregister till riksregistraturet, från serie: Titularregister till riksregistraturet, daterat: 1660-1665..
A0039201_00152.jpg	MISC	En arkivsida med paratextuellt eller blandat innehåll, såsom omslag, titelblad eller annat material utanför huvudtexten från arkiv: Titularregister till riksregistraturet, från serie: Titularregister till riksregistraturet, daterat: 1660-1665..
A0039201_00227.jpg	LINE_MIX	En arkivsida i tabell- eller formulärlayout med blandade textstilar, inklusive handskriven, tryckt och maskinskriven text från arkiv: Titularregister till riksregistraturet, från serie: Titularregister till riksregistraturet, daterat: 1660-1665..
A0039201_00094.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Titularregister till riksregistraturet, från serie: Titularregister till riksregistraturet, daterat: 1660-1665..
A0039201_00030.jpg	LINE_HW	En arkivsida med handskriven text organiserad i tabell- eller formulärstruktur från arkiv: Titularregister till riksregistraturet, från serie: Titularregister till riksregistraturet, daterat: 1660-1665..
A0075999_00032.jpg	TEXT	En arkivsida med löpande text bestående av blandade stilar, såsom handskriven, tryckt och maskinskriven text från arkiv: Kommerskollegium, från serie: Serie 1, daterat: 1839..
A0075999_00247.jpg	TEXT	En arkivsida med löpande text bestående av blandade stilar, såsom handskriven, tryckt och maskinskriven text från arkiv: Kommerskollegium, från serie: Serie 1, daterat: 1839..
A0075999_00086.jpg	TEXT	En arkivsida med löpande text bestående av blandade stilar, såsom handskriven, tryckt och maskinskriven text från arkiv: Kommerskollegium, från serie: Serie 1, daterat: 1839..
A0075999_00112.jpg	TEXT	En arkivsida med löpande text bestående av blandade stilar, såsom handskriven, tryckt och maskinskriven text från arkiv: Kommerskollegium, från serie: Serie 1, daterat: 1839..
A0075999_00238.jpg	TEXT	En arkivsida med löpande text bestående av blandade stilar, såsom handskriven, tryckt och maskinskriven text från arkiv: Kommerskollegium, från serie: Serie 1, daterat: 1839..
A0075999_00251.jpg	TEXT	En arkivsida med löpande text bestående av blandade stilar, såsom handskriven, tryckt och maskinskriven text från arkiv: Kommerskollegium, från serie: Serie 1, daterat: 1839..
A0075813_00256.jpg	TEXT	En arkivsida med löpande text bestående av blandade stilar, såsom handskriven, tryckt och maskinskriven text från arkiv: Kommerskollegium, från serie: Fribrevshandlingar, daterat: 1779..
A0075813_00159.jpg	TEXT	En arkivsida med löpande text bestående av blandade stilar, såsom handskriven, tryckt och maskinskriven text från arkiv: Kommerskollegium, från serie: Fribrevshandlingar, daterat: 1779..
A0075813_00175.jpg	TEXT	En arkivsida med löpande text bestående av blandade stilar, såsom handskriven, tryckt och maskinskriven text från arkiv: Kommerskollegium, från serie: Fribrevshandlingar, daterat: 1779..
A0075813_00295.jpg	TEXT	En arkivsida med löpande text bestående av blandade stilar, såsom handskriven, tryckt och maskinskriven text från arkiv: Kommerskollegium, från serie: Fribrevshandlingar, daterat: 1779..
A0075813_00217.jpg	TEXT	En arkivsida med löpande text bestående av blandade stilar, såsom handskriven, tryckt och maskinskriven text från arkiv: Kommerskollegium, från serie: Fribrevshandlingar, daterat: 1779..
