FILE,PAGE,CLASS-1,CLASS-2,CLASS-3,SCORE-1,SCORE-2,SCORE-3
A0033942,78,TEXT_HW,LINE_HW,TEXT,0.642,0.152,0.084
A0033942_00078,1,TEXT_HW,LINE_HW,TEXT,0.642,0.152,0.084
A0038889,74,TEXT_HW,MISC,LINE_HW,0.359,0.221,0.202
A0038889,75,TEXT_HW,LINE_HW,MISC,0.542,0.173,0.112
A0038889,76,TEXT_HW,LINE_HW,TEXT,0.589,0.149,0.104
A0038889,77,TEXT_HW,LINE_HW,TEXT,0.568,0.171,0.102
A0038889_00074,1,TEXT_HW,MISC,LINE_HW,0.359,0.221,0.202
A0038889_00075,1,TEXT_HW,LINE_HW,MISC,0.542,0.173,0.112
A0038889_00076,1,TEXT_HW,LINE_HW,TEXT,0.589,0.149,0.104
A0038889_00077,1,TEXT_HW,LINE_HW,TEXT,0.568,0.171,0.102
A0039065,345,TEXT_HW,MISC,LINE_HW,0.538,0.183,0.159
A0039065,404,TEXT_HW,LINE_HW,MISC,0.393,0.288,0.138
A0039065,792,TEXT_HW,LINE_HW,MISC,0.653,0.157,0.078
A0039065,793,TEXT_HW,LINE_HW,MISC,0.722,0.099,0.07
A0039065,794,TEXT_HW,MISC,TEXT,0.688,0.096,0.085
A0039065,804,TEXT_HW,MISC,TEXT,0.703,0.089,0.08
A0039065_00345,1,TEXT_HW,MISC,LINE_HW,0.538,0.183,0.159
A0039065_00404,1,TEXT_HW,LINE_HW,MISC,0.393,0.288,0.138
A0039065_00792,1,TEXT_HW,LINE_HW,MISC,0.653,0.157,0.078
A0039065_00793,1,TEXT_HW,LINE_HW,MISC,0.722,0.099,0.07
A0039065_00794,1,TEXT_HW,MISC,TEXT,0.688,0.096,0.085
A0039065_00804,1,TEXT_HW,MISC,TEXT,0.703,0.089,0.08
A0039067,974,TEXT_HW,LINE_HW,TEXT,0.384,0.29,0.1
A0039067,975,LINE_HW,TEXT_HW,MISC,0.337,0.317,0.111
A0039067,976,TEXT_HW,LINE_HW,MISC,0.452,0.227,0.111
A0039067,977,LINE_HW,TEXT_HW,MISC,0.323,0.313,0.144
A0039067,978,TEXT_HW,LINE_HW,TEXT,0.447,0.263,0.094
A0039067,979,TEXT_HW,LINE_HW,TEXT,0.388,0.28,0.089
A0039067_00974,1,TEXT_HW,LINE_HW,TEXT,0.384,0.29,0.1
A0039067_00975,1,LINE_HW,TEXT_HW,MISC,0.337,0.317,0.111
A0039067_00976,1,TEXT_HW,LINE_HW,MISC,0.452,0.227,0.111
A0039067_00977,1,LINE_HW,TEXT_HW,MISC,0.323,0.313,0.144
A0039067_00978,1,TEXT_HW,LINE_HW,TEXT,0.447,0.263,0.094
A0039067_00979,1,TEXT_HW,LINE_HW,TEXT,0.388,0.28,0.089
A0066756,47,TEXT_HW,LINE_HW,MISC,0.39,0.252,0.162
A0066756,48,TEXT_HW,LINE_HW,MISC,0.569,0.156,0.104
A0066756,51,TEXT_HW,LINE_HW,MISC,0.339,0.24,0.15
A0066756,54,TEXT_HW,LINE_HW,MISC,0.404,0.213,0.182
A0066756,55,TEXT_HW,LINE_HW,MISC,0.439,0.18,0.136
A0066756,56,TEXT_HW,MISC,LINE_HW,0.549,0.145,0.137
A0066756,57,TEXT_HW,LINE_HW,MISC,0.457,0.182,0.158
A0066756,246,TEXT_HW,MISC,LINE_HW,0.333,0.247,0.215
A0066756,247,TEXT_HW,MISC,LINE_HW,0.579,0.135,0.118
A0066756,249,TEXT_HW,MISC,LINE_HW,0.629,0.13,0.074
A0066756,250,TEXT_HW,MISC,LINE_HW,0.639,0.113,0.092
A0066756_00047,1,TEXT_HW,LINE_HW,MISC,0.39,0.252,0.162
A0066756_00048,1,TEXT_HW,LINE_HW,MISC,0.569,0.156,0.104
A0066756_00051,1,TEXT_HW,LINE_HW,MISC,0.339,0.24,0.15
A0066756_00054,1,TEXT_HW,LINE_HW,MISC,0.404,0.213,0.182
A0066756_00055,1,TEXT_HW,LINE_HW,MISC,0.439,0.18,0.136
A0066756_00056,1,TEXT_HW,MISC,LINE_HW,0.549,0.145,0.137
A0066756_00057,1,TEXT_HW,LINE_HW,MISC,0.457,0.182,0.158
A0066756_00246,1,TEXT_HW,MISC,LINE_HW,0.333,0.247,0.215
A0066756_00247,1,TEXT_HW,MISC,LINE_HW,0.579,0.135,0.118
A0066756_00249,1,TEXT_HW,MISC,LINE_HW,0.629,0.13,0.074
A0066756_00250,1,TEXT_HW,MISC,LINE_HW,0.639,0.113,0.092
A0068546,48,MISC,LINE_HW,TEXT_HW,0.295,0.278,0.206
A0068546,49,TEXT_HW,LINE_HW,TEXT,0.737,0.132,0.059
A0068546,50,TEXT_HW,LINE_HW,TEXT,0.769,0.089,0.062
A0068546,51,TEXT_HW,LINE_HW,TEXT,0.774,0.115,0.045
A0068546,52,TEXT_HW,LINE_HW,TEXT,0.75,0.122,0.05
A0068546,53,TEXT_HW,LINE_HW,TEXT,0.737,0.141,0.049
A0068546,54,TEXT_HW,LINE_HW,TEXT,0.498,0.321,0.059
A0068546,55,TEXT_HW,LINE_HW,MISC,0.594,0.212,0.074
A0068546,56,TEXT_HW,LINE_HW,TEXT,0.673,0.141,0.065
A0068546,57,TEXT_HW,LINE_HW,TEXT,0.731,0.123,0.055
A0068546_00048,1,MISC,LINE_HW,TEXT_HW,0.295,0.278,0.206
A0068546_00049,1,TEXT_HW,LINE_HW,TEXT,0.737,0.132,0.059
A0068546_00050,1,TEXT_HW,LINE_HW,TEXT,0.769,0.089,0.062
A0068546_00051,1,TEXT_HW,LINE_HW,TEXT,0.774,0.115,0.045
A0068546_00052,1,TEXT_HW,LINE_HW,TEXT,0.75,0.122,0.05
A0068546_00053,1,TEXT_HW,LINE_HW,TEXT,0.737,0.141,0.049
A0068546_00054,1,TEXT_HW,LINE_HW,TEXT,0.498,0.321,0.059
A0068546_00055,1,TEXT_HW,LINE_HW,MISC,0.594,0.212,0.074
A0068546_00056,1,TEXT_HW,LINE_HW,TEXT,0.673,0.141,0.065
A0068546_00057,1,TEXT_HW,LINE_HW,TEXT,0.731,0.123,0.055
A0068551,231,TEXT_HW,LINE_HW,MISC,0.64,0.145,0.083
A0068551,232,TEXT_HW,LINE_HW,MISC,0.521,0.195,0.108
A0068551,233,TEXT_HW,LINE_HW,MISC,0.525,0.209,0.093
A0068551,234,TEXT_HW,LINE_HW,MISC,0.473,0.23,0.107
A0068551,235,TEXT_HW,LINE_HW,TEXT,0.617,0.18,0.076
A0068551,236,TEXT_HW,LINE_HW,TEXT,0.566,0.15,0.101
A0068551,237,TEXT_HW,LINE_HW,MISC,0.583,0.15,0.111
A0068551,238,TEXT_HW,LINE_HW,TEXT,0.52,0.253,0.076
A0068551,239,TEXT_HW,LINE_HW,MISC,0.628,0.145,0.082
A0068551,240,TEXT_HW,LINE_HW,MISC,0.392,0.265,0.154
A0068551_00231,1,TEXT_HW,LINE_HW,MISC,0.64,0.145,0.083
A0068551_00232,1,TEXT_HW,LINE_HW,MISC,0.521,0.195,0.108
A0068551_00233,1,TEXT_HW,LINE_HW,MISC,0.525,0.209,0.093
A0068551_00234,1,TEXT_HW,LINE_HW,MISC,0.473,0.23,0.107
A0068551_00235,1,TEXT_HW,LINE_HW,TEXT,0.617,0.18,0.076
A0068551_00236,1,TEXT_HW,LINE_HW,TEXT,0.566,0.15,0.101
A0068551_00237,1,TEXT_HW,LINE_HW,MISC,0.583,0.15,0.111
A0068551_00238,1,TEXT_HW,LINE_HW,TEXT,0.52,0.253,0.076
A0068551_00239,1,TEXT_HW,LINE_HW,MISC,0.628,0.145,0.082
A0068551_00240,1,TEXT_HW,LINE_HW,MISC,0.392,0.265,0.154
A0069332,10,TEXT_HW,TEXT,TEXT_TP,0.656,0.092,0.065
A0069332,11,TEXT_HW,TEXT,LINE_HW,0.788,0.078,0.048
A0069332_00010,1,TEXT_HW,TEXT,TEXT_TP,0.656,0.092,0.065
A0069332_00011,1,TEXT_HW,TEXT,LINE_HW,0.788,0.078,0.048
B0000011,3,TEXT_HW,LINE_HW,MISC,0.416,0.229,0.148
B0000011,4,TEXT_HW,TEXT,LINE_HW,0.674,0.097,0.091
B0000011,5,TEXT_HW,LINE_HW,MISC,0.521,0.204,0.106
B0000011,6,TEXT_HW,LINE_HW,MISC,0.662,0.117,0.087
B0000011,8,TEXT_HW,LINE_HW,MISC,0.42,0.284,0.091
B0000011_00003,1,TEXT_HW,LINE_HW,MISC,0.416,0.229,0.148
B0000011_00004,1,TEXT_HW,TEXT,LINE_HW,0.674,0.097,0.091
B0000011_00005,1,TEXT_HW,LINE_HW,MISC,0.521,0.204,0.106
B0000011_00006,1,TEXT_HW,LINE_HW,MISC,0.662,0.117,0.087
B0000011_00008,1,TEXT_HW,LINE_HW,MISC,0.42,0.284,0.091
C0101725,7,TEXT_HW,LINE_HW,MISC,0.651,0.12,0.088
C0101725_00007,1,TEXT_HW,LINE_HW,MISC,0.651,0.12,0.088
C0112394,76,LINE_HW,TEXT_HW,MISC,0.363,0.296,0.142
C0112394,106,LINE_HW,TEXT_HW,MISC,0.518,0.245,0.09
C0112394,107,TEXT_HW,MISC,LINE_HW,0.404,0.206,0.182
C0112394,111,TEXT_HW,LINE_HW,MISC,0.322,0.225,0.225
C0112394,123,TEXT_HW,MISC,LINE_HW,0.332,0.239,0.225
C0112394,136,LINE_HW,TEXT_HW,MISC,0.47,0.233,0.139
C0112394,146,LINE_HW,TEXT_HW,MISC,0.338,0.255,0.165
C0112394,148,LINE_HW,TEXT_HW,MISC,0.365,0.322,0.118
C0112394,154,TEXT_HW,MISC,LINE_HW,0.397,0.237,0.144
C0112394,170,TEXT_HW,LINE_HW,MISC,0.698,0.091,0.089
C0112394_00076,1,LINE_HW,TEXT_HW,MISC,0.363,0.296,0.142
C0112394_00106,1,LINE_HW,TEXT_HW,MISC,0.518,0.245,0.09
C0112394_00107,1,TEXT_HW,MISC,LINE_HW,0.404,0.206,0.182
C0112394_00111,1,TEXT_HW,LINE_HW,MISC,0.322,0.225,0.225
C0112394_00123,1,TEXT_HW,MISC,LINE_HW,0.332,0.239,0.225
C0112394_00136,1,LINE_HW,TEXT_HW,MISC,0.47,0.233,0.139
C0112394_00146,1,LINE_HW,TEXT_HW,MISC,0.338,0.255,0.165
C0112394_00148,1,LINE_HW,TEXT_HW,MISC,0.365,0.322,0.118
C0112394_00154,1,TEXT_HW,MISC,LINE_HW,0.397,0.237,0.144
C0112394_00170,1,TEXT_HW,LINE_HW,MISC,0.698,0.091,0.089
C0113233,89,TEXT_HW,LINE_HW,MISC,0.531,0.232,0.092
C0113233,90,TEXT_HW,LINE_HW,MISC,0.431,0.306,0.077
C0113233,91,TEXT_HW,LINE_HW,MISC,0.472,0.256,0.096
C0113233,92,TEXT_HW,LINE_HW,MISC,0.551,0.222,0.079
C0113233,93,TEXT_HW,LINE_HW,MISC,0.558,0.248,0.057
C0113233,347,TEXT_HW,LINE_HW,TEXT,0.454,0.279,0.08
C0113233,348,TEXT_HW,LINE_HW,MISC,0.538,0.201,0.092
C0113233,349,TEXT_HW,LINE_HW,MISC,0.548,0.211,0.081
C0113233,350,TEXT_HW,LINE_HW,TEXT,0.575,0.143,0.091
C0113233,351,TEXT_HW,LINE_HW,MISC,0.423,0.309,0.077
C0113233_00089,1,TEXT_HW,LINE_HW,MISC,0.531,0.232,0.092
C0113233_00090,1,TEXT_HW,LINE_HW,MISC,0.431,0.306,0.077
C0113233_00091,1,TEXT_HW,LINE_HW,MISC,0.472,0.256,0.096
C0113233_00092,1,TEXT_HW,LINE_HW,MISC,0.551,0.222,0.079
C0113233_00093,1,TEXT_HW,LINE_HW,MISC,0.558,0.248,0.057
C0113233_00347,1,TEXT_HW,LINE_HW,TEXT,0.454,0.279,0.08
C0113233_00348,1,TEXT_HW,LINE_HW,MISC,0.538,0.201,0.092
C0113233_00349,1,TEXT_HW,LINE_HW,MISC,0.548,0.211,0.081
C0113233_00350,1,TEXT_HW,LINE_HW,TEXT,0.575,0.143,0.091
C0113233_00351,1,TEXT_HW,LINE_HW,MISC,0.423,0.309,0.077
H0000304,34,TEXT_HW,TEXT,LINE_HW,0.795,0.061,0.046
H0000304,48,TEXT_HW,TEXT,LINE_HW,0.768,0.07,0.068
H0000304_00034,1,TEXT_HW,TEXT,LINE_HW,0.795,0.061,0.046
H0000304_00048,1,TEXT_HW,TEXT,LINE_HW,0.768,0.07,0.068
H0000305,132,TEXT_HW,TEXT,TEXT_TP,0.806,0.067,0.037
H0000305_00132,1,TEXT_HW,TEXT,TEXT_TP,0.806,0.067,0.037
H0000374,47,TEXT_HW,LINE_HW,MISC,0.41,0.206,0.188
H0000374,48,TEXT_HW,LINE_HW,MISC,0.594,0.176,0.086
H0000374,49,TEXT_HW,LINE_HW,MISC,0.642,0.143,0.079
H0000374,50,TEXT_HW,LINE_HW,MISC,0.458,0.346,0.064
H0000374,51,TEXT_HW,LINE_HW,TEXT,0.77,0.074,0.061
H0000374,52,TEXT_HW,LINE_HW,MISC,0.633,0.176,0.074
H0000374_00047,1,TEXT_HW,LINE_HW,MISC,0.41,0.206,0.188
H0000374_00048,1,TEXT_HW,LINE_HW,MISC,0.594,0.176,0.086
H0000374_00049,1,TEXT_HW,LINE_HW,MISC,0.642,0.143,0.079
H0000374_00050,1,TEXT_HW,LINE_HW,MISC,0.458,0.346,0.064
H0000374_00051,1,TEXT_HW,LINE_HW,TEXT,0.77,0.074,0.061
H0000374_00052,1,TEXT_HW,LINE_HW,MISC,0.633,0.176,0.074
H0000692,21,TEXT_HW,LINE_HW,TEXT,0.71,0.09,0.078
H0000692_00021,1,TEXT_HW,LINE_HW,TEXT,0.71,0.09,0.078
H0000743,329,TEXT_HW,LINE_HW,TEXT,0.656,0.171,0.059
H0000743,330,TEXT_HW,LINE_HW,MISC,0.544,0.182,0.11
H0000743,331,TEXT_HW,LINE_HW,TEXT,0.605,0.237,0.051
H0000743,332,TEXT_HW,LINE_HW,TEXT,0.756,0.082,0.061
H0000743_00329,1,TEXT_HW,LINE_HW,TEXT,0.656,0.171,0.059
H0000743_00330,1,TEXT_HW,LINE_HW,MISC,0.544,0.182,0.11
H0000743_00331,1,TEXT_HW,LINE_HW,TEXT,0.605,0.237,0.051
H0000743_00332,1,TEXT_HW,LINE_HW,TEXT,0.756,0.082,0.061
K0017448,9,TEXT_HW,LINE_HW,TEXT,0.709,0.109,0.071
K0017448,10,TEXT_HW,TEXT,LINE_HW,0.829,0.058,0.045
K0017448,11,TEXT_HW,TEXT,LINE_HW,0.79,0.071,0.045
K0017448,12,TEXT_HW,LINE_HW,TEXT,0.69,0.124,0.068
K0017448,13,TEXT_HW,LINE_HW,TEXT,0.784,0.07,0.069
K0017448,14,TEXT_HW,LINE_HW,TEXT,0.794,0.073,0.059
K0017448,15,TEXT_HW,LINE_HW,TEXT,0.679,0.154,0.062
K0017448,16,TEXT_HW,LINE_HW,TEXT,0.665,0.135,0.073
K0017448_00009,1,TEXT_HW,LINE_HW,TEXT,0.709,0.109,0.071
K0017448_00010,1,TEXT_HW,TEXT,LINE_HW,0.829,0.058,0.045
K0017448_00011,1,TEXT_HW,TEXT,LINE_HW,0.79,0.071,0.045
K0017448_00012,1,TEXT_HW,LINE_HW,TEXT,0.69,0.124,0.068
K0017448_00013,1,TEXT_HW,LINE_HW,TEXT,0.784,0.07,0.069
K0017448_00014,1,TEXT_HW,LINE_HW,TEXT,0.794,0.073,0.059
K0017448_00015,1,TEXT_HW,LINE_HW,TEXT,0.679,0.154,0.062
K0017448_00016,1,TEXT_HW,LINE_HW,TEXT,0.665,0.135,0.073
R0000568,281,TEXT_HW,LINE_HW,MISC,0.5,0.196,0.13
R0000568,282,TEXT_HW,MISC,LINE_HW,0.567,0.146,0.121
R0000568,283,TEXT_HW,MISC,TEXT,0.543,0.148,0.109
R0000568,284,TEXT_HW,MISC,LINE_HW,0.545,0.149,0.102
R0000568,285,TEXT_HW,MISC,TEXT,0.554,0.183,0.113
R0000568,286,TEXT_HW,MISC,TEXT,0.555,0.201,0.092
R0000568,287,MISC,TEXT_HW,LINE_HW,0.393,0.336,0.106
R0000568,288,TEXT_HW,MISC,LINE_HW,0.565,0.184,0.106
R0000568,289,TEXT_HW,MISC,TEXT,0.535,0.148,0.123
R0000568,290,TEXT_HW,MISC,TEXT,0.631,0.165,0.074
R0000568_00281,1,TEXT_HW,LINE_HW,MISC,0.5,0.196,0.13
R0000568_00282,1,TEXT_HW,MISC,LINE_HW,0.567,0.146,0.121
R0000568_00283,1,TEXT_HW,MISC,TEXT,0.543,0.148,0.109
R0000568_00284,1,TEXT_HW,MISC,LINE_HW,0.545,0.149,0.102
R0000568_00285,1,TEXT_HW,MISC,TEXT,0.554,0.183,0.113
R0000568_00286,1,TEXT_HW,MISC,TEXT,0.555,0.201,0.092
R0000568_00287,1,MISC,TEXT_HW,LINE_HW,0.393,0.336,0.106
R0000568_00288,1,TEXT_HW,MISC,LINE_HW,0.565,0.184,0.106
R0000568_00289,1,TEXT_HW,MISC,TEXT,0.535,0.148,0.123
R0000568_00290,1,TEXT_HW,MISC,TEXT,0.631,0.165,0.074
R0001308,4,TEXT_HW,TEXT,MISC,0.733,0.104,0.067
R0001308,5,TEXT_HW,TEXT,MISC,0.702,0.113,0.092
R0001308,6,TEXT_HW,MISC,TEXT,0.595,0.168,0.117
R0001308_00004,1,TEXT_HW,TEXT,MISC,0.733,0.104,0.067
R0001308_00005,1,TEXT_HW,TEXT,MISC,0.702,0.113,0.092
R0001308_00006,1,TEXT_HW,MISC,TEXT,0.595,0.168,0.117
R0002231,5,TEXT_HW,LINE_HW,TEXT,0.697,0.125,0.077
R0002231,6,TEXT_HW,LINE_HW,TEXT,0.554,0.246,0.066
R0002231,7,TEXT_HW,LINE_HW,TEXT,0.613,0.219,0.063
R0002231,8,TEXT_HW,LINE_HW,TEXT,0.574,0.181,0.094
R0002231,9,TEXT_HW,LINE_HW,TEXT,0.562,0.266,0.059
R0002231,116,TEXT_HW,LINE_HW,MISC,0.473,0.325,0.065
R0002231,117,TEXT_HW,LINE_HW,TEXT,0.778,0.069,0.055
R0002231,118,TEXT_HW,LINE_HW,TEXT,0.607,0.163,0.068
R0002231,119,TEXT_HW,LINE_HW,TEXT,0.614,0.212,0.052
R0002231,120,TEXT_HW,LINE_HW,TEXT,0.657,0.151,0.066
R0002231_00005,1,TEXT_HW,LINE_HW,TEXT,0.697,0.125,0.077
R0002231_00006,1,TEXT_HW,LINE_HW,TEXT,0.554,0.246,0.066
R0002231_00007,1,TEXT_HW,LINE_HW,TEXT,0.613,0.219,0.063
R0002231_00008,1,TEXT_HW,LINE_HW,TEXT,0.574,0.181,0.094
R0002231_00009,1,TEXT_HW,LINE_HW,TEXT,0.562,0.266,0.059
R0002231_00116,1,TEXT_HW,LINE_HW,MISC,0.473,0.325,0.065
R0002231_00117,1,TEXT_HW,LINE_HW,TEXT,0.778,0.069,0.055
R0002231_00118,1,TEXT_HW,LINE_HW,TEXT,0.607,0.163,0.068
R0002231_00119,1,TEXT_HW,LINE_HW,TEXT,0.614,0.212,0.052
R0002231_00120,1,TEXT_HW,LINE_HW,TEXT,0.657,0.151,0.066
R0002397,4,TEXT_HW,MISC,TEXT,0.432,0.235,0.14
R0002397,5,TEXT_HW,MISC,LINE_HW,0.532,0.145,0.139
R0002397_00004,1,TEXT_HW,MISC,TEXT,0.432,0.235,0.14
R0002397_00005,1,TEXT_HW,MISC,LINE_HW,0.532,0.145,0.139
Z0000017,22,TEXT_HW,LINE_HW,MISC,0.433,0.225,0.167
Z0000017,23,TEXT_HW,LINE_HW,TEXT,0.575,0.145,0.124
Z0000017,24,TEXT_HW,TEXT,LINE_HW,0.721,0.107,0.06
Z0000017,25,TEXT_HW,LINE_HW,TEXT,0.633,0.105,0.096
Z0000017,28,TEXT_HW,LINE_HW,TEXT,0.56,0.193,0.091
Z0000017,29,TEXT_HW,TEXT,LINE_HW,0.681,0.118,0.089
Z0000017,30,TEXT_HW,LINE_HW,MISC,0.467,0.204,0.106
Z0000017,31,TEXT_HW,TEXT,LINE_HW,0.637,0.118,0.095
Z0000017,32,TEXT_HW,LINE_HW,TEXT,0.6,0.147,0.096
Z0000017,33,TEXT_HW,TEXT,LINE_HW,0.733,0.107,0.06
Z0000017,34,TEXT_HW,LINE_HW,TEXT,0.522,0.225,0.085
Z0000017_00022,1,TEXT_HW,LINE_HW,MISC,0.433,0.225,0.167
Z0000017_00023,1,TEXT_HW,LINE_HW,TEXT,0.575,0.145,0.124
Z0000017_00024,1,TEXT_HW,TEXT,LINE_HW,0.721,0.107,0.06
Z0000017_00025,1,TEXT_HW,LINE_HW,TEXT,0.633,0.105,0.096
Z0000017_00028,1,TEXT_HW,LINE_HW,TEXT,0.56,0.193,0.091
Z0000017_00029,1,TEXT_HW,TEXT,LINE_HW,0.681,0.118,0.089
Z0000017_00030,1,TEXT_HW,LINE_HW,MISC,0.467,0.204,0.106
Z0000017_00031,1,TEXT_HW,TEXT,LINE_HW,0.637,0.118,0.095
Z0000017_00032,1,TEXT_HW,LINE_HW,TEXT,0.6,0.147,0.096
Z0000017_00033,1,TEXT_HW,TEXT,LINE_HW,0.733,0.107,0.06
Z0000017_00034,1,TEXT_HW,LINE_HW,TEXT,0.522,0.225,0.085
