FILE,PAGE,CLASS-1,CLASS-2,CLASS-3,SCORE-1,SCORE-2,SCORE-3
40004036,2,TEXT_HW,LINE_HW,DRAW_L,0.363,0.283,0.114
40004036,3,TEXT_HW,TEXT,LINE_HW,0.451,0.386,0.09
40004036,6,TEXT_HW,TEXT,LINE_HW,0.637,0.147,0.059
40004036,7,DRAW,DRAW_L,TEXT_HW,0.729,0.264,0.003
40004036,13,DRAW,DRAW_L,TEXT,0.659,0.316,0.004
40004036,18,DRAW,DRAW_L,PHOTO,0.655,0.329,0.005
40004036,21,DRAW,DRAW_L,TEXT,0.735,0.25,0.004
40004036,22,DRAW,DRAW_L,TEXT,0.716,0.28,0.001
40004045,1,LINE_HW,LINE_P,TEXT,0.287,0.185,0.136
40004045,6,TEXT,LINE_HW,LINE_P,0.234,0.213,0.144
40004045,7,LINE_HW,LINE_T,LINE_P,0.337,0.255,0.225
40004045,8,LINE_HW,LINE_T,LINE_P,0.335,0.249,0.207
40004045,9,LINE_HW,LINE_T,LINE_P,0.329,0.212,0.196
40004045,11,LINE_HW,LINE_T,LINE_P,0.476,0.181,0.13
40004045,15,LINE_HW,LINE_T,LINE_P,0.318,0.202,0.155
40004045,17,TEXT_HW,TEXT,TEXT_P,0.394,0.192,0.167
40004053,70,TEXT_HW,TEXT,LINE_HW,0.684,0.184,0.095
40004053,94,TEXT_HW,TEXT,LINE_HW,0.72,0.171,0.082
40004053,99,TEXT_HW,TEXT,LINE_HW,0.723,0.138,0.098
40004053,103,TEXT_HW,TEXT,LINE_HW,0.734,0.159,0.079
40004053,120,LINE_HW,TEXT_HW,TEXT,0.516,0.19,0.155
40004053,122,LINE_HW,DRAW_L,TEXT_HW,0.581,0.106,0.082
40005340,274,TEXT_HW,LINE_HW,TEXT,0.649,0.186,0.126
40005341,327,TEXT_HW,TEXT,LINE_HW,0.77,0.132,0.052
40005343,209,TEXT_HW,TEXT,LINE_HW,0.743,0.146,0.083
40005343,492,TEXT_HW,TEXT,LINE_HW,0.786,0.111,0.065
40005343,628,TEXT_HW,TEXT,LINE_HW,0.745,0.125,0.098
40005343,794,TEXT_HW,TEXT,LINE_HW,0.798,0.121,0.049
40005343,812,TEXT_HW,TEXT,LINE_HW,0.828,0.094,0.048
40005368,459,TEXT_HW,TEXT,LINE_HW,0.683,0.162,0.11
40005382,32,TEXT_HW,TEXT,LINE_HW,0.636,0.194,0.114
40005383,5,TEXT_HW,LINE_HW,TEXT,0.612,0.17,0.165
40005383,17,TEXT_HW,TEXT,LINE_HW,0.344,0.202,0.175
40005383,510,TEXT_HW,TEXT,LINE_HW,0.631,0.187,0.141
40005383,837,TEXT_HW,TEXT,LINE_HW,0.798,0.091,0.081
40005383,1022,TEXT_HW,TEXT,LINE_HW,0.721,0.131,0.102
40005416,285,TEXT_HW,LINE_HW,TEXT,0.774,0.106,0.091
40005445,199,TEXT_HW,TEXT,LINE_HW,0.777,0.121,0.071
40005445,252,TEXT_HW,TEXT,LINE_HW,0.69,0.183,0.063
40005460,259,TEXT_HW,TEXT,LINE_HW,0.733,0.114,0.111
40005460,260,TEXT_HW,LINE_HW,TEXT,0.691,0.132,0.122
40005460,313,TEXT_HW,TEXT,LINE_HW,0.827,0.086,0.068
40005473,2,LINE_HW,LINE_P,PHOTO_L,0.257,0.216,0.179
40005473,43,TEXT_HW,LINE_HW,TEXT,0.41,0.329,0.153
40005508,77,TEXT_HW,LINE_HW,TEXT,0.541,0.233,0.157
40005508,139,TEXT_HW,LINE_HW,TEXT,0.592,0.175,0.152
40005508,239,LINE_T,LINE_P,TEXT_T,0.404,0.274,0.105
40005522,90,LINE_HW,TEXT_HW,TEXT,0.391,0.314,0.176
40005522,171,TEXT_HW,TEXT,LINE_HW,0.813,0.1,0.063
40005522,222,TEXT_HW,TEXT,LINE_HW,0.647,0.158,0.149
40005522,224,TEXT_HW,LINE_HW,TEXT,0.664,0.155,0.139
40005552,274,TEXT_HW,TEXT,LINE_HW,0.796,0.108,0.059
40005552,276,TEXT_HW,TEXT,LINE_HW,0.73,0.151,0.058
40005566,7,TEXT_HW,TEXT,LINE_HW,0.724,0.13,0.111
40005566,263,TEXT_HW,TEXT,LINE_HW,0.592,0.201,0.138
40005579,34,TEXT_HW,LINE_HW,TEXT,0.772,0.108,0.1
40005579,71,TEXT_HW,TEXT,LINE_HW,0.765,0.115,0.096
40005579,97,TEXT_HW,LINE_HW,TEXT,0.796,0.101,0.088
40005579,200,TEXT_HW,LINE_HW,TEXT,0.719,0.155,0.099
40005581,64,TEXT_HW,TEXT,LINE_HW,0.785,0.147,0.042
40005581,103,TEXT_HW,TEXT,LINE_HW,0.764,0.146,0.071
40005581,225,TEXT_HW,TEXT,LINE_HW,0.769,0.114,0.098
40005589,7,TEXT_HW,TEXT,LINE_HW,0.798,0.134,0.048
40005589,65,TEXT_HW,TEXT,LINE_HW,0.799,0.105,0.075
40005589,75,TEXT_HW,TEXT,LINE_HW,0.765,0.131,0.077
40005589,103,TEXT_HW,LINE_HW,TEXT,0.473,0.206,0.188
40006259,444,TEXT_HW,TEXT,LINE_HW,0.65,0.218,0.065
40006259,601,TEXT_HW,LINE_HW,TEXT,0.714,0.122,0.113
40006259,604,TEXT_HW,TEXT,LINE_HW,0.78,0.116,0.069
40006259,643,TEXT_HW,TEXT,LINE_HW,0.618,0.201,0.089
40006429,90,TEXT_HW,TEXT,LINE_HW,0.599,0.22,0.126
40006429,110,TEXT_HW,TEXT,LINE_HW,0.603,0.178,0.173
40006429,428,TEXT_HW,TEXT,LINE_HW,0.537,0.21,0.18
40006429,491,TEXT_HW,LINE_HW,TEXT,0.513,0.228,0.204
40006524,250,TEXT_HW,TEXT,LINE_HW,0.703,0.195,0.067
40006524,283,TEXT_HW,TEXT,LINE_HW,0.616,0.286,0.062
40006524,454,TEXT_HW,TEXT,LINE_HW,0.729,0.17,0.067
40006530,78,TEXT_HW,TEXT,LINE_HW,0.685,0.184,0.081
40006530,179,TEXT_HW,TEXT,LINE_HW,0.693,0.196,0.083
40006530,204,TEXT_HW,TEXT,LINE_HW,0.694,0.184,0.091
40006530,217,TEXT_HW,TEXT,LINE_HW,0.715,0.155,0.097
40006542,237,TEXT_HW,TEXT,LINE_HW,0.719,0.135,0.102
40006542,349,TEXT_HW,TEXT,LINE_HW,0.442,0.323,0.176
40006542,393,TEXT_HW,TEXT,LINE_HW,0.649,0.201,0.079
40007959,28,LINE_HW,TEXT,TEXT_HW,0.3,0.295,0.206
40007959,78,LINE_HW,DRAW_L,TEXT_HW,0.304,0.226,0.179
40007959,114,LINE_HW,TEXT,TEXT_HW,0.472,0.163,0.142
40007959,320,LINE_HW,DRAW_L,TEXT_HW,0.341,0.207,0.2
40007959,375,LINE_HW,DRAW_L,TEXT_HW,0.326,0.246,0.132
40007959,426,LINE_HW,TEXT_HW,TEXT,0.404,0.185,0.142
40007959,450,LINE_HW,DRAW_L,DRAW,0.305,0.287,0.119
40007959,479,LINE_HW,DRAW_L,TEXT_HW,0.404,0.194,0.146
40008195,16,LINE_HW,TEXT_HW,TEXT,0.429,0.264,0.114
40008195,18,TEXT_HW,TEXT,LINE_HW,0.381,0.242,0.231
40008195,152,TEXT,LINE_HW,TEXT_HW,0.263,0.247,0.205
40008195,292,TEXT_HW,TEXT,LINE_HW,0.386,0.287,0.137
40008195,313,LINE_HW,TEXT,TEXT_HW,0.283,0.213,0.204
40008195,316,LINE_HW,TEXT_HW,TEXT,0.292,0.258,0.231
40008195,320,LINE_HW,TEXT_HW,TEXT,0.314,0.223,0.2
40008195,365,TEXT_HW,TEXT,LINE_HW,0.413,0.284,0.15
40008497,104,TEXT_HW,TEXT,LINE_HW,0.602,0.259,0.091
40008497,109,TEXT_HW,TEXT,LINE_HW,0.514,0.332,0.051
40008497,274,TEXT_HW,TEXT,LINE_HW,0.55,0.19,0.146
40008497,307,TEXT_HW,TEXT,LINE_HW,0.672,0.16,0.108
40008497,320,TEXT_HW,TEXT,LINE_HW,0.582,0.262,0.084
40008508,28,TEXT_HW,TEXT,TEXT_T,0.424,0.346,0.083
40009975,45,TEXT_HW,TEXT,LINE_HW,0.703,0.157,0.104
40009975,86,TEXT_HW,TEXT,LINE_HW,0.738,0.15,0.081
40009975,481,TEXT_HW,TEXT,LINE_HW,0.737,0.178,0.06
40009975,683,TEXT_HW,TEXT,LINE_HW,0.52,0.27,0.154
40009976,419,TEXT_HW,TEXT,LINE_HW,0.704,0.173,0.088
71000564,202,DRAW_L,LINE_P,TEXT_P,0.185,0.169,0.156
A0003781,76,LINE_HW,LINE_T,LINE_P,0.723,0.09,0.08
A0003781,162,LINE_HW,LINE_T,LINE_P,0.719,0.107,0.064
A0003781,224,TEXT_HW,LINE_HW,TEXT,0.388,0.312,0.221
A0003781,533,LINE_HW,LINE_T,LINE_P,0.625,0.114,0.105
A0003784,102,LINE_HW,TEXT_HW,TEXT,0.54,0.225,0.075
A0018096,118,TEXT_HW,LINE_HW,DRAW_L,0.334,0.313,0.153
A0018098,117,LINE_HW,LINE_P,LINE_T,0.623,0.125,0.072
A0027039,51,TEXT_HW,LINE_HW,TEXT,0.446,0.271,0.164
A0027039,73,LINE_HW,TEXT_HW,TEXT,0.538,0.106,0.101
A0027039,80,LINE_HW,LINE_P,LINE_T,0.598,0.101,0.093
A0027039,91,LINE_HW,TEXT,TEXT_HW,0.536,0.131,0.098
A0027039,114,LINE_HW,LINE_P,TEXT,0.514,0.109,0.104
A0027039,122,LINE_HW,LINE_P,LINE_T,0.597,0.121,0.085
A0027039,189,LINE_HW,LINE_P,TEXT,0.453,0.164,0.097
A0027039,190,LINE_HW,LINE_P,TEXT,0.495,0.135,0.121
A0027040,10,LINE_HW,TEXT_HW,LINE_T,0.599,0.092,0.089
A0027040,31,LINE_HW,LINE_T,LINE_P,0.544,0.138,0.107
A0027040,62,LINE_HW,LINE_T,LINE_P,0.556,0.136,0.089
A0027040,72,LINE_HW,LINE_P,LINE_T,0.573,0.118,0.113
A0027040,90,LINE_HW,LINE_T,LINE_P,0.613,0.117,0.086
A0027040,128,LINE_HW,LINE_T,LINE_P,0.564,0.138,0.095
A0027040,132,LINE_HW,LINE_T,LINE_P,0.516,0.123,0.082
A0027040,144,LINE_HW,LINE_T,LINE_P,0.603,0.157,0.078
A0027041,22,LINE_HW,LINE_T,TEXT_HW,0.56,0.129,0.083
A0027041,43,LINE_HW,LINE_T,LINE_P,0.476,0.143,0.117
A0027041,45,LINE_HW,LINE_T,LINE_P,0.526,0.137,0.104
A0027041,73,LINE_HW,TEXT_HW,LINE_T,0.587,0.121,0.082
A0027041,79,LINE_HW,TEXT_HW,LINE_T,0.609,0.086,0.084
A0027041,96,LINE_HW,LINE_P,LINE_T,0.522,0.128,0.106
A0027041,111,LINE_HW,LINE_T,LINE_P,0.543,0.127,0.123
A0027041,150,LINE_HW,TEXT_HW,TEXT,0.606,0.139,0.07
A0027864,212,TEXT_HW,TEXT,LINE_HW,0.707,0.158,0.099
A0027864,295,TEXT_HW,LINE_HW,TEXT,0.435,0.308,0.165
A0027864,332,TEXT_HW,LINE_HW,TEXT,0.501,0.268,0.153
A0027864,390,TEXT_HW,LINE_HW,TEXT,0.489,0.287,0.159
A0027868,109,TEXT_HW,TEXT,LINE_HW,0.57,0.216,0.135
A0027868,262,TEXT_HW,LINE_HW,TEXT,0.512,0.265,0.156
A0027868,714,TEXT_HW,LINE_HW,TEXT,0.509,0.281,0.141
A0027870,150,TEXT_HW,LINE_HW,TEXT,0.467,0.258,0.189
A0027870,333,TEXT_HW,LINE_HW,TEXT,0.398,0.351,0.146
A0027870,416,TEXT_HW,LINE_HW,TEXT,0.546,0.195,0.172
A0027870,863,TEXT_HW,LINE_HW,TEXT,0.446,0.288,0.159
A0027870,895,TEXT_HW,LINE_HW,TEXT,0.432,0.307,0.159
A0027873,45,TEXT_HW,LINE_HW,TEXT,0.496,0.242,0.166
A0027873,226,LINE_HW,TEXT_HW,TEXT,0.439,0.284,0.157
A0027873,291,TEXT_HW,TEXT,LINE_HW,0.55,0.209,0.173
A0027873,497,LINE_HW,TEXT_HW,TEXT,0.521,0.231,0.145
A0027873,644,TEXT_HW,TEXT,LINE_HW,0.603,0.184,0.167
A0027874,274,TEXT_HW,LINE_HW,TEXT,0.498,0.284,0.134
A0027874,487,TEXT_HW,LINE_HW,TEXT,0.489,0.238,0.174
A0027874,579,TEXT_HW,LINE_HW,TEXT,0.369,0.336,0.174
A0027874,667,TEXT_HW,LINE_HW,TEXT,0.369,0.369,0.159
A0027878,398,TEXT_HW,LINE_HW,TEXT,0.413,0.303,0.208
A0027878,576,TEXT_HW,TEXT,LINE_HW,0.594,0.225,0.103
A0027880,103,TEXT_HW,TEXT,LINE_HW,0.648,0.169,0.106
A0027880,273,TEXT_HW,TEXT,LINE_HW,0.597,0.206,0.133
A0027880,551,LINE_HW,TEXT_HW,TEXT,0.488,0.296,0.074
A0027881,334,TEXT_HW,TEXT,LINE_HW,0.652,0.152,0.139
A0027881,943,LINE_HW,TEXT_HW,TEXT,0.368,0.325,0.197
A0027881,957,TEXT_HW,LINE_HW,TEXT,0.416,0.367,0.139
A0027888,241,TEXT_HW,TEXT,LINE_HW,0.406,0.27,0.239
A0027888,505,LINE_HW,LINE_P,LINE_T,0.625,0.091,0.077
A0027898,629,LINE_HW,TEXT_HW,TEXT,0.555,0.231,0.076
A0027898,745,TEXT_HW,LINE_HW,TEXT,0.584,0.202,0.139
A0027904,75,LINE_HW,TEXT_HW,TEXT,0.408,0.299,0.15
A0027904,509,TEXT_HW,TEXT,LINE_HW,0.624,0.23,0.093
A0027907,1,LINE_HW,LINE_T,LINE_P,0.282,0.227,0.182
A0027907,227,TEXT_HW,LINE_HW,TEXT,0.37,0.327,0.192
A0027907,346,TEXT_HW,LINE_HW,TEXT,0.436,0.329,0.125
A0027909,768,TEXT_HW,TEXT,LINE_HW,0.573,0.186,0.175
A0027914,44,TEXT_HW,TEXT,LINE_HW,0.693,0.187,0.072
A0027914,109,TEXT_HW,TEXT,LINE_HW,0.605,0.223,0.112
A0027914,149,TEXT_HW,TEXT,LINE_HW,0.548,0.222,0.157
A0027914,169,LINE_HW,LINE_T,LINE_P,0.654,0.09,0.086
A0027914,317,TEXT_HW,TEXT,LINE_HW,0.706,0.179,0.077
A0027914,350,LINE_HW,TEXT_HW,TEXT,0.595,0.206,0.09
A0027919,843,LINE_HW,PHOTO_L,DRAW_L,0.347,0.138,0.126
A0027919,1025,TEXT_HW,TEXT,LINE_HW,0.643,0.178,0.125
A0027920,13,TEXT_HW,TEXT,LINE_HW,0.559,0.219,0.165
A0027920,219,TEXT_HW,LINE_HW,TEXT,0.424,0.216,0.216
A0027923,219,TEXT_HW,LINE_HW,TEXT,0.567,0.19,0.184
A0027923,228,TEXT_HW,LINE_HW,TEXT,0.554,0.224,0.166
A0027924,119,TEXT_HW,LINE_HW,TEXT,0.553,0.224,0.159
A0027924,211,TEXT_HW,TEXT,LINE_HW,0.618,0.177,0.156
A0027924,221,TEXT_HW,LINE_HW,TEXT,0.515,0.228,0.189
A0027924,231,TEXT_HW,LINE_HW,TEXT,0.436,0.282,0.182
A0027924,296,TEXT_HW,LINE_HW,TEXT,0.504,0.253,0.169
A0027931,98,TEXT_HW,LINE_HW,TEXT,0.563,0.275,0.098
A0027931,200,LINE_HW,TEXT_HW,TEXT,0.542,0.199,0.077
A0027932,17,TEXT_HW,LINE_HW,TEXT,0.533,0.196,0.193
A0027932,463,LINE_HW,DRAW_L,LINE_P,0.505,0.192,0.074
A0027932,590,TEXT_HW,LINE_HW,TEXT,0.617,0.163,0.154
A0027935,41,TEXT_HW,TEXT,LINE_HW,0.56,0.226,0.142
A0027935,138,TEXT_HW,TEXT,LINE_HW,0.661,0.215,0.062
A0027935,176,LINE_HW,LINE_T,LINE_P,0.662,0.077,0.071
A0027935,199,TEXT_HW,TEXT,LINE_HW,0.644,0.209,0.09
A0027935,223,TEXT_HW,TEXT,LINE_HW,0.639,0.235,0.058
A0027935,228,TEXT_HW,TEXT,LINE_HW,0.66,0.228,0.067
A0027940,13,TEXT_HW,LINE_HW,TEXT,0.569,0.179,0.173
A0027940,31,TEXT_HW,TEXT,LINE_HW,0.683,0.167,0.075
A0027940,38,TEXT_HW,TEXT,LINE_HW,0.699,0.151,0.101
A0027940,58,TEXT_HW,TEXT,LINE_HW,0.607,0.21,0.087
A0027940,94,TEXT_HW,TEXT,LINE_HW,0.684,0.19,0.072
A0027940,108,TEXT_HW,TEXT,LINE_HW,0.582,0.195,0.152
A0027940,123,TEXT_HW,TEXT,LINE_HW,0.707,0.131,0.119
A0027940,130,TEXT_HW,TEXT,LINE_HW,0.7,0.138,0.118
A0027942,168,TEXT_HW,LINE_HW,TEXT,0.629,0.211,0.106
A0027942,239,TEXT_HW,LINE_HW,TEXT,0.487,0.26,0.168
A0027944,112,LINE_HW,TEXT_HW,TEXT,0.586,0.203,0.09
A0027944,172,TEXT_HW,TEXT,LINE_HW,0.661,0.208,0.081
A0027945,10,TEXT_HW,LINE_HW,TEXT,0.547,0.214,0.147
A0027945,19,TEXT_HW,TEXT,LINE_HW,0.689,0.149,0.102
A0027945,33,TEXT_HW,TEXT,LINE_HW,0.657,0.161,0.138
A0027945,176,TEXT_HW,TEXT,LINE_HW,0.495,0.234,0.194
A0027945,199,TEXT_HW,LINE_HW,TEXT,0.586,0.168,0.163
A0027945,238,TEXT_HW,TEXT,LINE_HW,0.617,0.213,0.104
A0027946,14,TEXT_HW,TEXT,LINE_HW,0.622,0.167,0.139
A0027949,12,TEXT_HW,TEXT,LINE_HW,0.581,0.25,0.095
A0027949,25,TEXT_HW,TEXT,LINE_HW,0.543,0.265,0.097
A0027949,68,TEXT_HW,TEXT,LINE_HW,0.647,0.217,0.08
A0027949,225,TEXT_HW,TEXT,LINE_HW,0.723,0.118,0.114
A0027949,230,TEXT_HW,TEXT,LINE_HW,0.649,0.149,0.14
A0027949,255,TEXT_HW,LINE_HW,TEXT,0.712,0.132,0.12
A0027951,36,TEXT_HW,LINE_HW,TEXT,0.417,0.278,0.231
A0027951,85,TEXT_HW,TEXT,LINE_HW,0.639,0.189,0.108
A0027951,94,TEXT_HW,TEXT,LINE_HW,0.693,0.212,0.052
A0027951,105,TEXT_HW,TEXT,LINE_HW,0.708,0.173,0.073
A0027951,123,TEXT_HW,TEXT,LINE_HW,0.669,0.169,0.116
A0027951,127,TEXT_HW,TEXT,LINE_HW,0.687,0.174,0.087
A0027951,209,TEXT_HW,TEXT,LINE_HW,0.478,0.233,0.199
A0027951,232,TEXT_HW,TEXT,LINE_HW,0.575,0.211,0.141
A0027952,8,TEXT_HW,LINE_HW,TEXT,0.521,0.316,0.113
A0027952,116,TEXT_HW,LINE_HW,TEXT,0.545,0.213,0.171
A0027964,51,TEXT_HW,LINE_HW,TEXT,0.534,0.304,0.102
A0027964,83,TEXT_HW,LINE_HW,TEXT,0.444,0.335,0.158
A0027964,100,TEXT_HW,TEXT,LINE_HW,0.726,0.202,0.046
A0027964,254,LINE_HW,TEXT_HW,LINE_T,0.784,0.064,0.049
A0027964,347,TEXT_HW,LINE_HW,TEXT,0.563,0.242,0.12
A0027968,24,TEXT_HW,TEXT,LINE_HW,0.812,0.11,0.049
A0027968,49,LINE_HW,LINE_T,TEXT_HW,0.778,0.065,0.059
