FILE,PAGE,CLASS-1,CLASS-2,CLASS-3,SCORE-1,SCORE-2,SCORE-3
A0039067_00977,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0039067_00978,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0039067_00979,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0066756,47,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0066756,48,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0066756,51,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0066756,54,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0066756,55,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0066756,56,TEXT_HW,TEXT,MISC,1.0,0.0,0.0
A0066756,57,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0066756,246,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0066756,247,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0066756,249,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0066756,250,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0066756_00047,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0066756_00048,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0066756_00051,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0066756_00054,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0066756_00055,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0066756_00056,1,TEXT_HW,TEXT,MISC,1.0,0.0,0.0
A0066756_00057,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0066756_00246,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0066756_00247,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0066756_00249,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0066756_00250,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0068546,48,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0068546,49,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0068546,50,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0068546,51,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0068546,52,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0068546,53,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0068546,54,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0068546,55,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0068546,56,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0068546,57,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0068546_00048,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0068546_00049,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0068546_00050,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0068546_00051,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0068546_00052,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0068546_00053,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0068546_00054,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0068546_00055,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0068546_00056,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0068546_00057,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0068551,231,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0068551,232,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0068551,233,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0068551,234,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0068551,235,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0068551,236,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0068551,237,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0068551,238,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0068551,239,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0068551,240,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0068551_00231,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0068551_00232,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0068551_00233,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0068551_00234,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0068551_00235,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0068551_00236,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0068551_00237,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0068551_00238,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0068551_00239,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0068551_00240,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
A0069332,10,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0069332,11,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
A0069332_00010,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
A0069332_00011,1,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
B0000011,3,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
B0000011,4,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
B0000011,5,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
B0000011,6,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
B0000011,8,TEXT_HW,MISC,TEXT,0.999,0.0,0.0
B0000011_00003,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
B0000011_00004,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
B0000011_00005,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
B0000011_00006,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
B0000011_00008,1,TEXT_HW,MISC,TEXT,0.999,0.0,0.0
C0101725,7,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
C0101725_00007,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
C0112394,76,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
C0112394,106,TEXT_HW,LINE_HW,TEXT,0.995,0.005,0.0
C0112394,107,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
C0112394,111,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
C0112394,123,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
C0112394,136,TEXT_HW,LINE_HW,TEXT,0.902,0.098,0.0
C0112394,146,TEXT_HW,LINE_HW,LINE_MIX,0.608,0.392,0.0
C0112394,148,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
C0112394,154,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
C0112394,170,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
C0112394_00076,1,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
C0112394_00106,1,TEXT_HW,LINE_HW,TEXT,0.995,0.005,0.0
C0112394_00107,1,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
C0112394_00111,1,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
C0112394_00123,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
C0112394_00136,1,TEXT_HW,LINE_HW,TEXT,0.902,0.098,0.0
C0112394_00146,1,TEXT_HW,LINE_HW,LINE_MIX,0.608,0.392,0.0
C0112394_00148,1,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
C0112394_00154,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
C0112394_00170,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
C0113233,89,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
C0113233,90,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
C0113233,91,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
C0113233,92,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
C0113233,93,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
C0113233,347,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
C0113233,348,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
C0113233,349,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
C0113233,350,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
C0113233,351,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
C0113233_00089,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
C0113233_00090,1,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
C0113233_00091,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
C0113233_00092,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
C0113233_00093,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
C0113233_00347,1,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
C0113233_00348,1,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
C0113233_00349,1,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
C0113233_00350,1,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
C0113233_00351,1,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
H0000304,34,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
H0000304,48,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
H0000304_00034,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
H0000304_00048,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
H0000305,132,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
H0000305_00132,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
H0000374,47,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
H0000374,48,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
H0000374,49,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
H0000374,50,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
H0000374,51,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
H0000374,52,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
H0000374_00047,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
H0000374_00048,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
H0000374_00049,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
H0000374_00050,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
H0000374_00051,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
H0000374_00052,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
H0000692,21,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
H0000692_00021,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
H0000743,329,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
H0000743,330,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
H0000743,331,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
H0000743,332,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
H0000743_00329,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
H0000743_00330,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
H0000743_00331,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
H0000743_00332,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
K0017448,9,TEXT_HW,LINE_HW,TEXT,0.997,0.003,0.0
K0017448,10,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
K0017448,11,TEXT_HW,LINE_HW,TEXT,0.999,0.001,0.0
K0017448,12,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
K0017448,13,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
K0017448,14,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
K0017448,15,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
K0017448,16,TEXT_HW,LINE_HW,TEXT,0.994,0.006,0.0
K0017448_00009,1,TEXT_HW,LINE_HW,TEXT,0.997,0.003,0.0
K0017448_00010,1,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
K0017448_00011,1,TEXT_HW,LINE_HW,TEXT,0.999,0.001,0.0
K0017448_00012,1,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
K0017448_00013,1,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
K0017448_00014,1,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
K0017448_00015,1,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
K0017448_00016,1,TEXT_HW,LINE_HW,TEXT,0.994,0.006,0.0
R0000568,281,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0000568,282,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0000568,283,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0000568,284,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0000568,285,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0000568,286,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0000568,287,TEXT_HW,TEXT,MISC,1.0,0.0,0.0
R0000568,288,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0000568,289,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0000568,290,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0000568_00281,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0000568_00282,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0000568_00283,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0000568_00284,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0000568_00285,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0000568_00286,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0000568_00287,1,TEXT_HW,TEXT,MISC,1.0,0.0,0.0
R0000568_00288,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0000568_00289,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0000568_00290,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0001308,4,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
R0001308,5,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
R0001308,6,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
R0001308_00004,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
R0001308_00005,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
R0001308_00006,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
R0002231,5,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0002231,6,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0002231,7,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0002231,8,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0002231,9,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0002231,116,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
R0002231,117,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0002231,118,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
R0002231,119,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
R0002231,120,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0002231_00005,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0002231_00006,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0002231_00007,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0002231_00008,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0002231_00009,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0002231_00116,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
R0002231_00117,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0002231_00118,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
R0002231_00119,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
R0002231_00120,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
R0002397,4,TEXT_HW,MISC,TEXT,0.934,0.065,0.001
R0002397,5,TEXT_HW,MISC,LINE_HW,0.999,0.0,0.0
R0002397_00004,1,TEXT_HW,MISC,TEXT,0.934,0.065,0.001
R0002397_00005,1,TEXT_HW,MISC,LINE_HW,0.999,0.0,0.0
Z0000017,22,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
Z0000017,23,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
Z0000017,24,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
Z0000017,25,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
Z0000017,28,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
Z0000017,29,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
Z0000017,30,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
Z0000017,31,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
Z0000017,32,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
Z0000017,33,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
Z0000017,34,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
Z0000017_00022,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
Z0000017_00023,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
Z0000017_00024,1,TEXT_HW,LINE_HW,TEXT,1.0,0.0,0.0
Z0000017_00025,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
Z0000017_00028,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
Z0000017_00029,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
Z0000017_00030,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
Z0000017_00031,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
Z0000017_00032,1,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
Z0000017_00033,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
Z0000017_00034,1,TEXT_HW,TEXT,TEXT_TP,1.0,0.0,0.0
